# GXMame 0.7@@@@@@|NOID|NOCRC|x|2||No Genre|region-unknown||dev-unknown|No Rating|media-unknown|input-unknown|
varth@@-@@-@@Varth - Operation Thunderstorm (World 920714)|NOID|NOCRC|x|0|1992|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps1
varthr1@@varth@@varth@@Varth - Operation Thunderstorm (World 920612)|NOID|NOCRC|x|0|1992|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps1
varthu@@varth@@varth@@Varth - Operation Thunderstorm (US 920612)|NOID|NOCRC|x|0|1992|No Genre|region-unknown|Capcom (Romstar license)|dev-unknown|No Rating|media-unknown|input-unknown|cps1
varthj@@varth@@varth@@Varth - Operation Thunderstorm (Japan 920714)|NOID|NOCRC|x|0|1992|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps1
cworld2j@@-@@-@@Capcom World 2 (Japan 920611)|NOID|NOCRC|x|0|1992|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps1
wof@@-@@-@@Warriors of Fate (World 921002)|NOID|NOCRC|x|0|1992|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps1
wofa@@wof@@wof@@Sangokushi II (Asia 921005)|NOID|NOCRC|x|0|1992|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps1
wofu@@wof@@wof@@Warriors of Fate (US 921031)|NOID|NOCRC|x|0|1992|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps1
wofj@@wof@@wof@@Tenchi wo Kurau II - Sekiheki no Tatakai (Japan 921031)|NOID|NOCRC|x|0|1992|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps1
sf2hf@@sf2ce@@sf2ce@@Street Fighter II' - Hyper Fighting (World 921209)|NOID|NOCRC|x|0|1992|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps1
sf2t@@sf2ce@@sf2ce@@Street Fighter II' - Hyper Fighting (US 921209)|NOID|NOCRC|x|0|1992|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps1
sf2tj@@sf2ce@@sf2ce@@Street Fighter II' Turbo - Hyper Fighting (Japan 921209)|NOID|NOCRC|x|0|1992|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps1
dino@@-@@-@@Cadillacs and Dinosaurs (World 930201)|NOID|NOCRC|x|0|1993|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps1
dinou@@dino@@dino@@Cadillacs and Dinosaurs (US 930201)|NOID|NOCRC|x|0|1993|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps1
dinoj@@dino@@dino@@Cadillacs Kyouryuu-Shinseiki (Japan 930201)|NOID|NOCRC|x|0|1993|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps1
punisher@@-@@-@@The Punisher (World 930422)|NOID|NOCRC|x|0|1993|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps1
punishru@@punisher@@punisher@@The Punisher (US 930422)|NOID|NOCRC|x|0|1993|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps1
punishrj@@punisher@@punisher@@The Punisher (Japan 930422)|NOID|NOCRC|x|0|1993|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps1
slammast@@-@@-@@Saturday Night Slam Masters (World 930713)|NOID|NOCRC|x|0|1993|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps1
slammasu@@slammast@@slammast@@Saturday Night Slam Masters (US 930713)|NOID|NOCRC|x|0|1993|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps1
mbomberj@@slammast@@slammast@@Muscle Bomber - The Body Explosion (Japan 930713)|NOID|NOCRC|x|0|1993|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps1
mbombrd@@slammast@@slammast@@Muscle Bomber Duo - Ultimate Team Battle (World 931206)|NOID|NOCRC|x|0|1993|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps1
mbombrdj@@slammast@@slammast@@Muscle Bomber Duo - Heat Up Warriors (Japan 931206)|NOID|NOCRC|x|0|1993|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps1
pnickj@@-@@-@@Pnickies (Japan 940608)|NOID|NOCRC|x|0|1994|No Genre|region-unknown|Compile (Capcom license)|dev-unknown|No Rating|media-unknown|input-unknown|cps1
qad@@-@@-@@Quiz & Dragons (US 920701)|NOID|NOCRC|x|0|1992|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps1
qadj@@qad@@qad@@Quiz & Dragons (Japan 940921)|NOID|NOCRC|x|0|1994|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps1
qtono2@@-@@-@@Quiz Tonosama no Yabou 2 Zenkoku-ban (Japan 950123)|NOID|NOCRC|x|0|1995|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps1
pang3@@-@@-@@Pang! 3 (Euro 950511)|NOID|NOCRC|x|0|1995|No Genre|region-unknown|Mitchell|dev-unknown|No Rating|media-unknown|input-unknown|cps1
pang3j@@pang3@@pang3@@Pang! 3 (Japan 950511)|NOID|NOCRC|x|0|1995|No Genre|region-unknown|Mitchell|dev-unknown|No Rating|media-unknown|input-unknown|cps1
megaman@@-@@-@@Mega Man - The Power Battle (CPS1 Asia 951006)|NOID|NOCRC|x|0|1995|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps1
rockmanj@@megaman@@megaman@@Rockman - The Power Battle (CPS1 Japan 950922)|NOID|NOCRC|x|0|1995|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps1
fcrash@@ffight@@ffight@@Final Crash (World, bootleg)|NOID|NOCRC|x|0|1990|No Genre|region-unknown|Playmark, bootleg [Capcom]|dev-unknown|No Rating|media-unknown|input-unknown|fcrash
ssf2@@-@@-@@Super Street Fighter II: The New Challengers (World 930911)|NOID|NOCRC|x|0|1993|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
ssf2u@@ssf2@@ssf2@@Super Street Fighter II: The New Challengers (US 930911)|NOID|NOCRC|x|0|1993|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
ssf2a@@ssf2@@ssf2@@Super Street Fighter II: The New Challengers (Asia 931005)|NOID|NOCRC|x|0|1993|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
ssf2ar1@@ssf2@@ssf2@@Super Street Fighter II: The New Challengers (Asia 930914)|NOID|NOCRC|x|0|1993|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
ssf2j@@ssf2@@ssf2@@Super Street Fighter II: The New Challengers (Japan 931005)|NOID|NOCRC|x|0|1993|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
ssf2jr1@@ssf2@@ssf2@@Super Street Fighter II: The New Challengers (Japan 930911)|NOID|NOCRC|x|0|1993|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
ssf2jr2@@ssf2@@ssf2@@Super Street Fighter II: The New Challengers (Japan 930910)|NOID|NOCRC|x|0|1993|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
ssf2tb@@ssf2@@ssf2@@Super Street Fighter II: The Tournament Battle (World 931119)|NOID|NOCRC|x|0|1993|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
ssf2tbr1@@ssf2@@ssf2@@Super Street Fighter II: The Tournament Battle (World 930911)|NOID|NOCRC|x|0|1993|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
ssf2tbj@@ssf2@@ssf2@@Super Street Fighter II: The Tournament Battle (Japan 930911)|NOID|NOCRC|x|0|1993|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
ecofghtr@@-@@-@@Eco Fighters (World 931203)|NOID|NOCRC|x|0|1993|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
ecofghtu@@ecofghtr@@ecofghtr@@Eco Fighters (US 931203)|NOID|NOCRC|x|0|1993|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
ecofghta@@ecofghtr@@ecofghtr@@Eco Fighters (Asia 931203)|NOID|NOCRC|x|0|1993|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
uecology@@ecofghtr@@ecofghtr@@Ultimate Ecology (Japan 931203)|NOID|NOCRC|x|0|1993|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
ddtod@@-@@-@@Dungeons & Dragons: Tower of Doom (Euro 940412)|NOID|NOCRC|x|0|1993|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
ddtodr1@@ddtod@@ddtod@@Dungeons & Dragons: Tower of Doom (Euro 940113)|NOID|NOCRC|x|0|1993|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
ddtodu@@ddtod@@ddtod@@Dungeons & Dragons: Tower of Doom (US 940125)|NOID|NOCRC|x|0|1993|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
ddtodur1@@ddtod@@ddtod@@Dungeons & Dragons: Tower of Doom (US 940113)|NOID|NOCRC|x|0|1993|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
ddtodj@@ddtod@@ddtod@@Dungeons & Dragons: Tower of Doom (Japan 940125)|NOID|NOCRC|x|0|1993|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
ddtodjr1@@ddtod@@ddtod@@Dungeons & Dragons: Tower of Doom (Japan 940113)|NOID|NOCRC|x|0|1993|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
ddtoda@@ddtod@@ddtod@@Dungeons & Dragons: Tower of Doom (Asia 940113)|NOID|NOCRC|x|0|1993|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
ddtodh@@ddtod@@ddtod@@Dungeons & Dragons: Tower of Doom (Hispanic 940125)|NOID|NOCRC|x|0|1993|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
ssf2t@@ssf2@@ssf2@@Super Street Fighter II Turbo (World 940223)|NOID|NOCRC|x|0|1994|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
ssf2tu@@ssf2@@ssf2@@Super Street Fighter II Turbo (US 940323)|NOID|NOCRC|x|0|1994|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
ssf2tur1@@ssf2@@ssf2@@Super Street Fighter II Turbo (US 940223)|NOID|NOCRC|x|0|1994|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
ssf2ta@@ssf2@@ssf2@@Super Street Fighter II Turbo (Asia 940223)|NOID|NOCRC|x|0|1994|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
ssf2xj@@ssf2@@ssf2@@Super Street Fighter II X: Grand Master Challenge (Japan 940223)|NOID|NOCRC|x|0|1994|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
avsp@@-@@-@@Alien vs. Predator (Euro 940520)|NOID|NOCRC|x|0|1994|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
avspu@@avsp@@avsp@@Alien vs. Predator (US 940520)|NOID|NOCRC|x|0|1994|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
avspj@@avsp@@avsp@@Alien vs. Predator (Japan 940520)|NOID|NOCRC|x|0|1994|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
avspa@@avsp@@avsp@@Alien vs. Predator (Asia 940520)|NOID|NOCRC|x|0|1994|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
avsph@@avsp@@avsp@@Alien vs. Predator (Hispanic 940520)|NOID|NOCRC|x|0|1994|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
dstlk@@-@@-@@Darkstalkers: The Night Warriors (Euro 940705)|NOID|NOCRC|x|1|1994|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
dstlku@@dstlk@@dstlk@@Darkstalkers: The Night Warriors (US 940818)|NOID|NOCRC|x|0|1994|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
dstlkur1@@dstlk@@dstlk@@Darkstalkers: The Night Warriors (US 940705)|NOID|NOCRC|x|1|1994|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
dstlka@@dstlk@@dstlk@@Darkstalkers: The Night Warriors (Asia 940705)|NOID|NOCRC|x|0|1994|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
vampj@@dstlk@@dstlk@@Vampire: The Night Warriors (Japan 940705)|NOID|NOCRC|x|0|1994|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
vampja@@dstlk@@dstlk@@Vampire: The Night Warriors (Japan 940705 alt)|NOID|NOCRC|x|0|1994|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
vampjr1@@dstlk@@dstlk@@Vampire: The Night Warriors (Japan 940630)|NOID|NOCRC|x|0|1994|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
ringdest@@-@@-@@Ring of Destruction: Slammasters II (Euro 940902)|NOID|NOCRC|x|0|1994|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
smbomb@@ringdest@@ringdest@@Super Muscle Bomber: The International Blowout (Japan 940831)|NOID|NOCRC|x|0|1994|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
smbombr1@@ringdest@@ringdest@@Super Muscle Bomber: The International Blowout (Japan 940808)|NOID|NOCRC|x|0|1994|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
armwar@@-@@-@@Armored Warriors (Euro 941024)|NOID|NOCRC|x|1|1994|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
armwarr1@@armwar@@armwar@@Armored Warriors (Euro 941011)|NOID|NOCRC|x|0|1994|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
armwaru@@armwar@@armwar@@Armored Warriors (US 941024)|NOID|NOCRC|x|0|1994|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
pgear@@armwar@@armwar@@Powered Gear: Strategic Variant Armor Equipment (Japan 941024)|NOID|NOCRC|x|0|1994|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
pgearr1@@armwar@@armwar@@Powered Gear: Strategic Variant Armor Equipment (Japan 940916)|NOID|NOCRC|x|0|1994|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
armwara@@armwar@@armwar@@Armored Warriors (Asia 940920)|NOID|NOCRC|x|0|1994|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
xmcota@@-@@-@@X-Men: Children of the Atom (Euro 950105)|NOID|NOCRC|x|0|1994|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
xmcotau@@xmcota@@xmcota@@X-Men: Children of the Atom (US 950105)|NOID|NOCRC|x|0|1994|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
xmcotah@@xmcota@@xmcota@@X-Men: Children of the Atom (Hispanic 950331)|NOID|NOCRC|x|0|1994|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
xmcotaj@@xmcota@@xmcota@@X-Men: Children of the Atom (Japan 941219)|NOID|NOCRC|x|0|1994|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
xmcotaj1@@xmcota@@xmcota@@X-Men: Children of the Atom (Japan 941217)|NOID|NOCRC|x|0|1994|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
xmcotaa@@xmcota@@xmcota@@X-Men: Children of the Atom (Asia 941217)|NOID|NOCRC|x|0|1994|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
xmcotajr@@xmcota@@xmcota@@X-Men: Children of the Atom (Japan 941208 rent version)|NOID|NOCRC|x|0|1994|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
nwarr@@-@@-@@Night Warriors: Darkstalkers' Revenge (US 950406)|NOID|NOCRC|x|0|1995|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
nwarrh@@nwarr@@nwarr@@Night Warriors: Darkstalkers' Revenge (Hispanic 950403)|NOID|NOCRC|x|0|1995|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
nwarrb@@nwarr@@nwarr@@Night Warriors: Darkstalkers' Revenge (Brazil 950403)|NOID|NOCRC|x|0|1995|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
vhuntj@@nwarr@@nwarr@@Vampire Hunter: Darkstalkers' Revenge (Japan 950316)|NOID|NOCRC|x|0|1995|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
vhuntjr1@@nwarr@@nwarr@@Vampire Hunter: Darkstalkers' Revenge (Japan 950307)|NOID|NOCRC|x|0|1995|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
vhuntjr2@@nwarr@@nwarr@@Vampire Hunter: Darkstalkers' Revenge (Japan 950302)|NOID|NOCRC|x|0|1995|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
cybots@@-@@-@@Cyberbots: Fullmetal Madness (Euro 950424)|NOID|NOCRC|x|0|1995|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
cybotsu@@cybots@@cybots@@Cyberbots: Fullmetal Madness (US 950424)|NOID|NOCRC|x|0|1995|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
cybotsj@@cybots@@cybots@@Cyberbots: Fullmetal Madness (Japan 950420)|NOID|NOCRC|x|0|1995|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
sfa@@-@@-@@Street Fighter Alpha: Warriors' Dreams (Euro 950727)|NOID|NOCRC|x|0|1995|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
sfar1@@sfa@@sfa@@Street Fighter Alpha: Warriors' Dreams (Euro 950718)|NOID|NOCRC|x|0|1995|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
sfar2@@sfa@@sfa@@Street Fighter Alpha: Warriors' Dreams (Euro 950627)|NOID|NOCRC|x|0|1995|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
sfar3@@sfa@@sfa@@Street Fighter Alpha: Warriors' Dreams (Euro 950605)|NOID|NOCRC|x|0|1995|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
sfau@@sfa@@sfa@@Street Fighter Alpha: Warriors' Dreams (US 950627)|NOID|NOCRC|x|0|1995|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
sfza@@sfa@@sfa@@Street Fighter Zero (Asia 950627)|NOID|NOCRC|x|0|1995|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
sfzj@@sfa@@sfa@@Street Fighter Zero (Japan 950727)|NOID|NOCRC|x|0|1995|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
sfzjr1@@sfa@@sfa@@Street Fighter Zero (Japan 950627)|NOID|NOCRC|x|0|1995|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
sfzjr2@@sfa@@sfa@@Street Fighter Zero (Japan 950605)|NOID|NOCRC|x|0|1995|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
sfzh@@sfa@@sfa@@Street Fighter Zero (Hispanic 950627)|NOID|NOCRC|x|0|1995|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
sfzb@@sfa@@sfa@@Street Fighter Zero (Brazil 951109)|NOID|NOCRC|x|0|1995|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
sfzbr1@@sfa@@sfa@@Street Fighter Zero (Brazil 950727)|NOID|NOCRC|x|0|1995|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
rckmanj@@-@@-@@Rockman: The Power Battle (Japan 950922)|NOID|NOCRC|x|0|1995|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
msh@@-@@-@@Marvel Super Heroes (Euro 951024)|NOID|NOCRC|x|0|1995|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
mshu@@msh@@msh@@Marvel Super Heroes (US 951024)|NOID|NOCRC|x|0|1995|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
mshj@@msh@@msh@@Marvel Super Heroes (Japan 951117)|NOID|NOCRC|x|0|1995|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
mshjr1@@msh@@msh@@Marvel Super Heroes (Japan 951024)|NOID|NOCRC|x|0|1995|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
msha@@msh@@msh@@Marvel Super Heroes (Asia 951024)|NOID|NOCRC|x|0|1995|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
mshh@@msh@@msh@@Marvel Super Heroes (Hispanic 951117)|NOID|NOCRC|x|0|1995|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
mshb@@msh@@msh@@Marvel Super Heroes (Brazil 951117)|NOID|NOCRC|x|0|1995|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
19xx@@-@@-@@19XX: The War Against Destiny (US 951207)|NOID|NOCRC|x|0|1996|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
19xxj@@19xx@@19xx@@19XX: The War Against Destiny (Japan 951225)|NOID|NOCRC|x|0|1996|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
19xxjr1@@19xx@@19xx@@19XX: The War Against Destiny (Japan 951207)|NOID|NOCRC|x|0|1996|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
19xxa@@19xx@@19xx@@19XX: The War Against Destiny (Asia 951207)|NOID|NOCRC|x|0|1996|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
19xxh@@19xx@@19xx@@19XX: The War Against Destiny (Hispanic 951218)|NOID|NOCRC|x|0|1996|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
ddsom@@-@@-@@Dungeons & Dragons: Shadow over Mystara (Euro 960619)|NOID|NOCRC|x|0|1996|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
ddsomr1@@ddsom@@ddsom@@Dungeons & Dragons: Shadow over Mystara (Euro 960223)|NOID|NOCRC|x|0|1996|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
ddsomr2@@ddsom@@ddsom@@Dungeons & Dragons: Shadow over Mystara (Euro 960209)|NOID|NOCRC|x|0|1996|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
ddsomu@@ddsom@@ddsom@@Dungeons & Dragons: Shadow over Mystara (US 960619)|NOID|NOCRC|x|0|1996|No Genre|region-unknown|Capcom|dev-unknown|No Rating|media-unknown|input-unknown|cps2
